,Gene name,Gene type,Gene description
5233,MDH1B,protein_coding,malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]
5234,N4BP1,protein_coding,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]
5235,PTPN13,protein_coding,protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
5236,BORCS8,protein_coding,BLOC-1 related complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:37247]
5237,MYH6,protein_coding,myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]
5238,NCOA7,protein_coding,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]
5239,SMAGP,protein_coding,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]
5240,CYP1A2,protein_coding,cytochrome P450 family 1 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2596]
5241,RNF148,protein_coding,ring finger protein 148 [Source:HGNC Symbol;Acc:HGNC:22411]
5242,RAP2C,protein_coding,"RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]"
5243,ITFG1,protein_coding,integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697]
5244,SLC27A2,protein_coding,solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]
5245,CD151,protein_coding,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]
5246,PLP1,protein_coding,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]
5247,NRAP,protein_coding,nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]
5248,ZHX3,protein_coding,zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]
5249,RESF1,protein_coding,retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559]
5250,ZFYVE21,protein_coding,zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]
5251,MTRES1,protein_coding,mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]
5252,ZNF548,protein_coding,zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]
5253,HYAL2,protein_coding,hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]
5254,EEF1AKMT1,protein_coding,EEF1A lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351]
5255,MYMX,protein_coding,"myomixer, myoblast fusion factor [Source:HGNC Symbol;Acc:HGNC:52391]"
5256,BARD1,protein_coding,BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]
5257,PRSS35,protein_coding,serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]
5258,CLVS2,protein_coding,clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046]
5259,PIP4P1,protein_coding,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]"
5260,PDZRN4,protein_coding,PDZ domain containing ring finger 4 [Source:HGNC Symbol;Acc:HGNC:30552]
5261,STMP1,protein_coding,short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]
5262,IREB2,protein_coding,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]
5263,LATS2,protein_coding,large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]
5264,DLGAP4,protein_coding,DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]
5265,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
5266,NFKBIE,protein_coding,NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]
5267,SPATA12,protein_coding,spermatogenesis associated 12 [Source:HGNC Symbol;Acc:HGNC:23221]
5268,CENPJ,protein_coding,centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]
5269,PARP12,protein_coding,poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
5270,SPIN1,protein_coding,spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]
5271,TRDN,protein_coding,triadin [Source:HGNC Symbol;Acc:HGNC:12261]
5272,ABHD5,protein_coding,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
5273,MED21,protein_coding,mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]
5274,SECISBP2,protein_coding,SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]
5275,C5orf47,protein_coding,chromosome 5 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:27026]
5276,NUP93,protein_coding,nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]
5277,WDR20,protein_coding,WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]
5278,NONO,protein_coding,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]
5279,AP1B1,protein_coding,adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]
5280,NKX2-5,protein_coding,NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]
5281,SMAP1,protein_coding,small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]
5282,PKN2,protein_coding,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
5283,CERS5,protein_coding,ceramide synthase 5 [Source:HGNC Symbol;Acc:HGNC:23749]
5284,ADRA1B,protein_coding,adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]
5285,CTDSPL,protein_coding,CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890]
5286,PTGER4,protein_coding,prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]
5287,LZTS3,protein_coding,leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]
5288,POLR2L,protein_coding,"RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]"
5289,DAAM1,protein_coding,dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]
5290,PODXL,protein_coding,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
5291,ARHGEF37,protein_coding,Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]
5292,C15orf61,protein_coding,chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]
5293,TMEM74B,protein_coding,transmembrane protein 74B [Source:HGNC Symbol;Acc:HGNC:15893]
5294,PPCDC,protein_coding,phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]
5295,PTPRA,protein_coding,protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
5296,CHID1,protein_coding,chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]
5297,NLN,protein_coding,neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]
5298,MRPL40,protein_coding,mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:HGNC:14491]
5299,NAT1,protein_coding,N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]
5300,ELOVL4,protein_coding,ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]
5301,ADAMTSL2,protein_coding,ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]
5302,HCN4,protein_coding,hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:HGNC Symbol;Acc:HGNC:16882]
5303,VGLL2,protein_coding,vestigial like family member 2 [Source:HGNC Symbol;Acc:HGNC:20232]
5304,DYNC2I1,protein_coding,dynein 2 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:21862]
5305,SHISA2,protein_coding,shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
5306,RXFP2,protein_coding,relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]
5307,EDC3,protein_coding,enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]
5308,REV3L,protein_coding,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
5309,SLC45A4,protein_coding,solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
5310,SFMBT1,protein_coding,Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]
5311,CCDC198,protein_coding,coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]
5312,ABCD3,protein_coding,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
5313,MKRN1,protein_coding,makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]
5314,FRY,protein_coding,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
5315,DLX2,protein_coding,distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]
5316,THAP2,protein_coding,THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]
5317,DRD1,protein_coding,dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]
5318,MASTL,protein_coding,microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]
5319,IFNA10,protein_coding,interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]
5320,CSNKA2IP,protein_coding,casein kinase 2 subunit alpha' interacting protein [Source:HGNC Symbol;Acc:HGNC:53637]
5321,SLC16A7,protein_coding,solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]
5322,COL27A1,protein_coding,collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]
5323,CDH8,protein_coding,cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]
5324,CCT6B,protein_coding,chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621]
5325,SYNPO,protein_coding,synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]
5326,MAPKAPK3,protein_coding,MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]
5327,MOS,protein_coding,"MOS proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:7199]"
5328,PLAG1,protein_coding,PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]
5329,UBE2E3,protein_coding,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]
5330,SIL1,protein_coding,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]
5331,MAP2K5,protein_coding,mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]
5332,CHCHD7,protein_coding,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]
5333,RAD21L1,protein_coding,RAD21 cohesin complex component like 1 [Source:HGNC Symbol;Acc:HGNC:16271]
5334,KLRG2,protein_coding,killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]
5335,ANKRD26,protein_coding,ankyrin repeat domain containing 26 [Source:HGNC Symbol;Acc:HGNC:29186]
5336,TNNI3,protein_coding,"troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]"
5337,GNAI1,protein_coding,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]
5338,GPHN,protein_coding,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]
5339,APOBEC3D,protein_coding,apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]
5340,VGLL3,protein_coding,vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]
5341,PEX26,protein_coding,peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965]
5342,ZNF831,protein_coding,zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]
5343,RBMS2,protein_coding,RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909]
5344,SLIT1,protein_coding,slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]
5345,GBE1,protein_coding,"1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]"
5346,CBFA2T2,protein_coding,CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]
5347,NDRG1,protein_coding,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
5348,CNOT6,protein_coding,CCR4-NOT transcription complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14099]
5349,ALG14,protein_coding,ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]
5350,ZZZ3,protein_coding,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
5351,SHCBP1,protein_coding,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
5352,RHBDL3,protein_coding,rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]
5353,DKKL1,protein_coding,dickkopf like acrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:16528]
5354,GJA1,protein_coding,gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274]
5355,SERPIND1,protein_coding,serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]
5356,KCNJ5,protein_coding,potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]
5357,DOCK3,protein_coding,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
5358,STX7,protein_coding,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]
5359,RPL35,protein_coding,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
5360,IL17B,protein_coding,interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]
5361,SNAP29,protein_coding,synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]
5362,NPAT,protein_coding,"nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]"
5363,COQ7,protein_coding,"coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]"
5364,SYT5,protein_coding,synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]
5365,GABRP,protein_coding,gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]
5366,BRD3,protein_coding,bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]
5367,CRKL,protein_coding,"CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]"
5368,MTFR2,protein_coding,mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115]
5369,YIPF1,protein_coding,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
5370,LY75,protein_coding,lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]
5371,PDS5B,protein_coding,PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]
5372,PRPSAP2,protein_coding,phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]
5373,THAP7,protein_coding,THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]
5374,SMARCD1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]"
5375,GIMAP4,protein_coding,"GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]"
5376,GXYLT2,protein_coding,glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]
5377,TMEFF1,protein_coding,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
5378,ENPP4,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]
5379,C11orf65,protein_coding,chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]
5380,RNF133,protein_coding,ring finger protein 133 [Source:HGNC Symbol;Acc:HGNC:21154]
5381,NUS1,protein_coding,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]
5382,PPP1R37,protein_coding,protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607]
5383,KLHDC10,protein_coding,kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]
5384,GSG1L,protein_coding,GSG1 like [Source:HGNC Symbol;Acc:HGNC:28283]
5385,GLRA3,protein_coding,glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]
5386,LDLRAD1,protein_coding,low density lipoprotein receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32069]
5387,FBXL2,protein_coding,F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]
5388,TMEM245,protein_coding,transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]
5389,SENP6,protein_coding,SUMO specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
5390,ADAMTS7,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]
5391,PTPRH,protein_coding,protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]
5392,ADSS1,protein_coding,adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]
5393,APOL4,protein_coding,apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]
5394,ACTL10,protein_coding,actin like 10 [Source:HGNC Symbol;Acc:HGNC:16127]
5395,RNF14,protein_coding,ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
5396,KLF4,protein_coding,KLF transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]
5397,GNAS,protein_coding,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
5398,FBXO8,protein_coding,F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587]
5399,CRYAB,protein_coding,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
5400,GJB4,protein_coding,gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286]
5401,STRIP2,protein_coding,striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]
5402,C1QL2,protein_coding,complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]
5403,SPRYD7,protein_coding,SPRY domain containing 7 [Source:HGNC Symbol;Acc:HGNC:14297]
5404,ZC3H7A,protein_coding,zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]
5405,PECR,protein_coding,peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]
5406,TMEM125,protein_coding,transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275]
5407,NET1,protein_coding,neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
5408,DMRTA2,protein_coding,DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]
5409,PRRX2,protein_coding,paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
5410,UTP14C,protein_coding,UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]
5411,CTDSP2,protein_coding,CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]
5412,NEK3,protein_coding,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
5413,ISCA1,protein_coding,iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660]
5414,HIVEP3,protein_coding,HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]
5415,PSMA4,protein_coding,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
5416,METTL17,protein_coding,methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]
5417,CECR2,protein_coding,CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]
5418,TM2D1,protein_coding,TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]
5419,DLX6,protein_coding,distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]
5420,FOXE1,protein_coding,forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]
5421,GTF2A1L,protein_coding,general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727]
5422,MED27,protein_coding,mediator complex subunit 27 [Source:HGNC Symbol;Acc:HGNC:2377]
5423,POP4,protein_coding,"POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]"
5424,GNGT1,protein_coding,G protein subunit gamma transducin 1 [Source:HGNC Symbol;Acc:HGNC:4411]
5425,CALML5,protein_coding,calmodulin like 5 [Source:HGNC Symbol;Acc:HGNC:18180]
5426,HSPB2,protein_coding,heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247]
5427,PPP1R12A,protein_coding,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
5428,CALML3,protein_coding,calmodulin like 3 [Source:HGNC Symbol;Acc:HGNC:1452]
5429,STK31,protein_coding,serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]
5430,C11orf52,protein_coding,chromosome 11 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:30531]
5431,NEURL1B,protein_coding,neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]
5432,AIFM3,protein_coding,apoptosis inducing factor mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]
5433,ASB13,protein_coding,ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]
5434,DIXDC1,protein_coding,DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
5435,SCP2,protein_coding,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
5436,SH3RF1,protein_coding,SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]
5437,MMP2,protein_coding,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]
5438,ZFYVE16,protein_coding,zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]
5439,INTS6,protein_coding,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
5440,ARPC5L,protein_coding,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]
5441,GDI2,protein_coding,GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]
5442,DCLK2,protein_coding,doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]
5443,CD2AP,protein_coding,CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]
5444,PLIN2,protein_coding,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
5445,FFAR3,protein_coding,free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]
5446,SLC25A42,protein_coding,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380]
5447,ZSWIM2,protein_coding,zinc finger SWIM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:30990]
5448,TMEM86B,protein_coding,transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448]
5449,RXRA,protein_coding,retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]
5450,ACADL,protein_coding,acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]
5451,FBXL4,protein_coding,F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
5452,FRMD4B,protein_coding,FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]
5453,ACP7,protein_coding,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]"
5454,NKAPD1,protein_coding,NKAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25569]
5455,UBE2J1,protein_coding,ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]
5456,CEP55,protein_coding,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]
5457,FAM124B,protein_coding,family with sequence similarity 124 member B [Source:HGNC Symbol;Acc:HGNC:26224]
5458,ARMC2,protein_coding,armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]
5459,FFAR4,protein_coding,free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]
5460,NCCRP1,protein_coding,"NCCRP1, F-box associated domain containing [Source:HGNC Symbol;Acc:HGNC:33739]"
5461,PBX3,protein_coding,PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]
5462,IFNL1,protein_coding,interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363]
5463,PDE6C,protein_coding,phosphodiesterase 6C [Source:HGNC Symbol;Acc:HGNC:8787]
5464,CA1,protein_coding,carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]
5465,ITPRID2,protein_coding,ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]
5466,SMARCA5,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]"
5467,GSC,protein_coding,goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612]
5468,TIMM8B,protein_coding,translocase of inner mitochondrial membrane 8 homolog B [Source:HGNC Symbol;Acc:HGNC:11818]
5469,GMFG,protein_coding,glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]
5470,OR10G2,protein_coding,olfactory receptor family 10 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8170]
5471,FRA10AC1,protein_coding,FRA10A associated CGG repeat 1 [Source:HGNC Symbol;Acc:HGNC:1162]
5472,LIG3,protein_coding,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
5473,SDHD,protein_coding,succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]
5474,OR4Q3,protein_coding,olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]
5475,BCL2L2,protein_coding,BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]
5476,BCAR3,protein_coding,"BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]"
5477,HACE1,protein_coding,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]
5478,BTNL3,protein_coding,butyrophilin like 3 [Source:HGNC Symbol;Acc:HGNC:1143]
5479,TSHR,protein_coding,thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]
5480,CADPS,protein_coding,calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]
5481,LGI1,protein_coding,leucine rich glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572]
5482,CPLX3,protein_coding,complexin 3 [Source:HGNC Symbol;Acc:HGNC:27652]
5483,MTIF3,protein_coding,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]
5484,GOLGA6A,protein_coding,golgin A6 family member A [Source:HGNC Symbol;Acc:HGNC:13567]
5485,TMEM131L,protein_coding,transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]
